Tweet Created At,Tweet ID,Tweet ID String,Tweet Text,Tweet Coordinates,Tweet Quote Count,Tweet Reply Count,Tweet Retweet Count,Tweet Favorite Count,Tweet Language,User ID,User ID String,User Name,User Screen Name,User Location,User Description,User Followers Count,User Friends Count,User Listed Count,User Favorites Count,User Statuses Count,User Account Created At,User Verified
Tue Sep 19 20:03:03 +0000 2017,910232792352546816,910232792352546816,"RT @Serrano_Lorence: Vídeo del #Sismo en la #CDMX
https://t.co/XHdvZTo7BI",,0,0,0,0,es,146990988,146990988,arius,Mewlyz,,"I'm just me and no one else, but I'm also @Midnitewolfy's",407,399,13,16812,40998,Sat May 22 22:46:30 +0000 2010,False
Thu Sep 21 18:36:05 +0000 2017,910935682188742656,910935682188742656,"RT @Canal_Estrellas: 'Chichí', el perro que apoya rescate en derrumbe de la Roma, CDMX #FuerzaMéxico https://t.co/vdPBmDM85n",,0,0,0,0,es,4321851929,4321851929,Itziar sanz,Itziarsanz2,,,64,22,0,24439,12340,Sun Nov 29 21:07:25 +0000 2015,False
Fri Sep 22 09:39:22 +0000 2017,911163000916185089,911163000916185089,"RT @90MinutosMexico: La piel de gallina 😭🙏🏻💔
Esto es México 🇲🇽 
Solidaridad, esfuerzo y un Corazón ENORME
#FuerzaMexico https://t.co/Bz56DQ…",,0,0,0,0,es,2412740815,2412740815,SuperYisusBot 👊⚽😆,YisusCrow10,"Distrito Federal, México","#CruzAzul 
#AzulPorSiempre #LealtadAzul #SomosBarbaros #HalaMadrid",1673,1011,51,28952,42369,Wed Mar 26 14:59:39 +0000 2014,False
Wed Sep 20 12:16:00 +0000 2017,910477643228774400,910477643228774400,RT @OnlineMagazin: 🆘‼️😱🔥#Mexico: School Enrique Rebsamen has collapsed partially during the #earthquake. At least 26 deaths: 21 pupils… ,,0,0,0,0,en,3458314408,3458314408,Walter,whereswally77,,Arrest. Incarcerate. Deport.,1592,410,140,265020,98613,Thu Aug 27 13:53:32 +0000 2015,False
Tue Sep 26 02:42:21 +0000 2017,912507606694023168,912507606694023168,"#Ayotzinapa3años 

TU DOLOR ES MI DOLOR.

¡VIVOS SE LOS LLEVARON!
¡VIVOS LOS QUEREMOS!

#FuerzaMexico https://t.co/wpM89xWZwf",,0,0,0,0,es,254891293,254891293,xmax444,xmax444,MÉXICO,"Que los muros griten, lo que los medios callan.",8089,6101,74,38700,144798,Sun Feb 20 06:30:48 +0000 2011,False
Tue Sep 19 23:10:02 +0000 2017,910279848265965569,910279848265965569,"RT @PresidenciaMX: Te pedimos que hagas uso responsable del número único de emergencias #911.
#FuerzaMéxico https://t.co/IVqhilLw5B",,0,0,0,0,es,68182841,68182841,Pilar Muñoz✨,SoyTuFriducha,"León, Guanajuato",BIODEGRADABLE | •NEFELIBATA | ABRIBOCA| Leonesa modelo 1994 | Comunicadora en proceso | Reportera y escribidora📝 | Tuiteo a título personal. ¡Viva la vida! 🍉,1050,1310,12,7387,25002,Sun Aug 23 16:50:21 +0000 2009,False
Sat Sep 23 14:48:01 +0000 2017,911603063097618432,911603063097618432,RT @noticias4vision: #Mexico Cadena de sismos derriba puente en Ixtepec Oaxaca https://t.co/53StaaFepI #Sismomexico2017 https://t.co/fiNZDT…,,0,0,0,0,es,163917745,163917745,Norsi,norsipen,Planeta Azul,Venezolana. Def. de la Libertad de Expresion e Informacion.,3730,2459,13,33671,78079,Wed Jul 07 16:01:16 +0000 2010,False
Fri Sep 29 06:49:42 +0000 2017,913657017947979776,913657017947979776,RT @FabianPasos: YA SE PREDIJO EL SIGUIENTE #Megaterremoto ESTÁS LISTO? #Sismo19S #Mexico #MafianTv https://t.co/wXiI8yLLXr,,0,0,0,0,es,3262831962,3262831962,Miguel Perez,mperez7176,"Escobedo, General Escobedo",,4,176,0,179,173,Wed Jul 01 04:39:31 +0000 2015,False
Mon Sep 25 12:17:40 +0000 2017,912290001982910464,912290001982910464,Esta librería afectada por el sismo está rematando sus libros #AyudaCDMX #FuerzaMexico https://t.co/dQe7BhRzDq,,0,0,0,0,es,276118913,276118913,Daniel de la Paz,delapaaz,"Ciudad Universitaria, México",Constitucionalista. Facultad de Derecho - UNAM. Tuits a título personal.,521,691,1,853,1337,Sat Apr 02 17:56:06 +0000 2011,False
Thu Sep 28 18:14:26 +0000 2017,913466948851179520,913466948851179520,RT @zonarayada: El emotivo minuto de silencio en el Estadio BBVA Bancomer #FuerzaMéxico  https://t.co/BXYQp0M7mn,,0,0,0,0,es,619643482,619643482,Jorge González,Jorge10Gzz,"Monterrey, Nuevo León",MCP 👨🏾‍⚕️  Que tu meta hoy sea ganarle a tu mejor excusa.,780,537,1,17033,25348,Wed Jun 27 03:31:14 +0000 2012,False
Fri Sep 29 00:16:29 +0000 2017,913558061746475014,913558061746475014,RT @tropasdezamora: Gobierno de #Mexico entrega reconocimientos a brigadistas de la Fuerza de Tarea Humanitaria... https://t.co/LoHlBwKLCD…,,0,0,0,0,es,108487398,108487398,DONKAN DAVILA,DONKANDAVILA,VENEZUELA,"ABOGADO, COMUNICADOR  ALTERNATIVO, PROFESOR, EN LA LUCHA POR LA VERDADERA LIBERTAD Y RESPETO A LA IGUALDAD. CHAVISTA Y COMUNISTA HASTA LA MUERTE. Yo Soy Chávez",34720,34244,63,56009,114052,Tue Jan 26 02:58:48 +0000 2010,False
Sun Sep 24 17:50:07 +0000 2017,912011277920239621,912011277920239621,"RT @NormaReyesC: #FuerzaMexico 
#PerrosPerdidosCDMX 
#GatosSismoNoDebenMorir 
#SismoCDMX https://t.co/kJgGgNeX7g",,0,0,0,0,und,2549029832,2549029832,Gato Gordo,KARA_KAT,Mexihco huey altepetl.,"Tomahuac mizton. 

Nimomachtia totlahtol #Nahuatl (#mexicano). ---

#日本語 を勉強している。",43,133,0,1017,864,Fri Jun 06 01:54:28 +0000 2014,False
Mon Sep 25 15:13:33 +0000 2017,912334264502489089,912334264502489089,"RT @LUISFELIPE_P: 🔴 #Actualización ⚡TOTAL 324 fallecidos por #Sismo 19/09/17

#CDMX: 186
#Morelos: 73
#Puebla: 45
#Edoméx: 13
#Guerrero: 6…",,0,0,0,0,es,3865026019,3865026019,Celeste,celesteespejel,,^.^,12,75,0,241,26,Mon Oct 12 02:41:25 +0000 2015,False
Thu Sep 28 05:32:09 +0000 2017,913275114002595841,913275114002595841,"RT @tenderwordsjp: #FuerzaMexico 
#メキシコ地震 
#Frida 
#PrayForMexico https://t.co/gcV2ZqqXR6",,0,0,0,0,und,3874382006,3874382006,ErnestoParada,ErnestoParada5,México,,83,517,2,2252,476,Mon Oct 12 23:06:08 +0000 2015,False
